country_id,country_name,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2024,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2023,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2022,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2021,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2020,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2019,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2018,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2017,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2016,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2015,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2014,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2013,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2012,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2011,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2010,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2009,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2008,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2007,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2006,,Aggregates,Aggregates,Aggregates,,
ZH,Africa Eastern and Southern,Poverty headcount ratio at national poverty lines (% of population),2005,,Aggregates,Aggregates,Aggregates,,
